Index,Time,uwTick
5165,61.321000,57873
5166,61.331000,57883
5167,61.342000,57894
5168,61.353000,57905
5169,61.363000,57915
5170,61.374000,57926
5171,61.384000,57936
5172,61.395000,57947
5173,61.406000,57958
5174,61.416000,57968
5175,61.427000,57979
5176,61.437000,57989
5177,61.448000,58000
5178,61.459000,58011
5179,61.469000,58021
5180,61.480000,58032
5181,61.490000,58042
5182,61.501000,58052
5183,61.511000,58062
5184,61.521000,58073
5185,61.532000,58084
5186,61.543000,58095
5187,61.554000,58106
5188,61.564000,58116
5189,61.575000,58127
5190,61.585000,58137
5191,61.596000,58148
5192,61.606000,58158
5193,61.617000,58169
5194,61.629000,58181
5195,61.639000,58191
5196,61.649000,58201
5197,61.659000,58211
5198,61.670000,58222
5199,61.681000,58232
5200,61.691000,58243
5201,61.702000,58254
5202,61.712000,58264
5203,61.722000,58274
5204,61.733000,58285
5205,61.744000,58296
5206,61.754000,58306
5207,61.765000,58317
5208,61.776000,58328
5209,61.788000,58340
5210,61.799000,58351
5211,61.809000,58361
5212,61.819000,58371
5213,61.830000,58382
5214,61.841000,58393
5215,61.852000,58404
5216,61.863000,58415
5217,61.873000,58425
5218,61.883000,58435
5219,61.894000,58446
5220,61.904000,58456
5221,61.914000,58466
5222,61.925000,58477
5223,61.935000,58487
5224,61.946000,58498
5225,61.958000,58510
5226,61.969000,58521
5227,61.979000,58532
5228,61.991000,58543
5229,62.001000,58558
5230,62.017000,58569
5231,62.027000,58580
5232,62.039000,58591
5233,62.050000,58602
5234,62.061000,58613
5235,62.071000,58623
5236,62.082000,58634
5237,62.092000,58645
5238,62.104000,58656
5239,62.115000,58666
5240,62.125000,58677
5241,62.135000,58687
5242,62.146000,58698
5243,62.157000,58709
5244,62.168000,58720
5245,62.179000,58731
5246,62.189000,58741
5247,62.200000,58752
5248,62.212000,58764
5249,62.222000,58774
5250,62.233000,58785
5251,62.243000,58795
5252,62.254000,58807
5253,62.265000,58817
5254,62.277000,58829
5255,62.287000,58839
5256,62.298000,58850
5257,62.310000,58862
5258,62.321000,58873
5259,62.331000,58883
5260,62.341000,58893
5261,62.352000,58904
5262,62.363000,58915
5263,62.373000,58925
5264,62.383000,58935
5265,62.394000,58946
5266,62.406000,58958
5267,62.416000,58968
5268,62.426000,58978
5269,62.437000,58989
5270,62.448000,59000
5271,62.458000,59010
5272,62.469000,59021
5273,62.480000,59032
5274,62.490000,59042
5275,62.500000,59052
5276,62.511000,59064
5277,62.522000,59074
5278,62.533000,59085
5279,62.545000,59096
5280,62.555000,59107
5281,62.565000,59117
5282,62.576000,59128
5283,62.586000,59138
5284,62.597000,59149
5285,62.608000,59160
5286,62.619000,59171
5287,62.629000,59181
5288,62.640000,59192
5289,62.651000,59203
5290,62.663000,59215
5291,62.674000,59226
5292,62.684000,59236
5293,62.695000,59247
5294,62.707000,59259
5295,62.718000,59270
5296,62.729000,59281
5297,62.739000,59291
5298,62.750000,59302
5299,62.761000,59313
5300,62.772000,59324
5301,62.783000,59335
5302,62.794000,59346
5303,62.804000,59356
5304,62.816000,59368
5305,62.827000,59379
5306,62.838000,59390
5307,62.848000,59400
5308,62.858000,59410
5309,62.869000,59421
5310,62.879000,59431
5311,62.889000,59441
5312,62.900000,59452
5313,62.910000,59462
5314,62.921000,59473
5315,62.931000,59483
5316,62.942000,59494
5317,62.952000,59504
5318,62.963000,59514
5319,62.974000,59526
5320,62.984000,59536
5321,62.994000,59546
5322,63.004000,59556
5323,63.015000,59567
5324,63.026000,59578
5325,63.037000,59589
5326,63.048000,59600
5327,63.058000,59610
5328,63.069000,59621
5329,63.079000,59631
5330,63.090000,59642
5331,63.100000,59652
5332,63.110000,59663
5333,63.121000,59673
5334,63.132000,59684
5335,63.143000,59695
5336,63.154000,59706
5337,63.164000,59716
5338,63.175000,59727
5339,63.185000,59737
5340,63.196000,59748
5341,63.207000,59759
5342,63.218000,59770
5343,63.229000,59781
5344,63.240000,59792
5345,63.251000,59803
5346,63.261000,59813
5347,63.271000,59823
5348,63.281000,59833
5349,63.292000,59844
5350,63.304000,59856
5351,63.315000,59867
5352,63.325000,59877
5353,63.336000,59888
5354,63.346000,59898
5355,63.358000,59910
5356,63.369000,59921
5357,63.379000,59931
5358,63.389000,59941
5359,63.400000,59952
5360,63.410000,59962
5361,63.420000,59972
5362,63.430000,59982
5363,63.441000,59993
5364,63.451000,60003
5365,63.461000,60014
5366,63.473000,60025
5367,63.484000,60036
5368,63.494000,60046
5369,63.504000,60056
5370,63.514000,60066
5371,63.525000,60077
5372,63.535000,60087
5373,63.545000,60097
5374,63.555000,60107
5375,63.566000,60118
5376,63.576000,60128
5377,63.587000,60138
5378,63.597000,60149
5379,63.608000,60160
5380,63.618000,60170
5381,63.629000,60181
5382,63.640000,60192
5383,63.651000,60203
5384,63.662000,60214
5385,63.672000,60224
5386,63.683000,60235
5387,63.694000,60246
5388,63.705000,60257
5389,63.716000,60268
5390,63.727000,60279
5391,63.737000,60289
5392,63.747000,60299
5393,63.757000,60309
5394,63.768000,60320
5395,63.779000,60331
5396,63.790000,60342
5397,63.801000,60353
5398,63.812000,60364
5399,63.822000,60374
5400,63.833000,60385
5401,63.844000,60396
5402,63.854000,60406
5403,63.864000,60416
5404,63.875000,60427
5405,63.885000,60437
5406,63.895000,60447
5407,63.905000,60457
5408,63.915000,60467
5409,63.926000,60478
5410,63.937000,60489
5411,63.947000,60499
5412,63.957000,60509
5413,63.968000,60520
5414,63.979000,60530
5415,63.989000,60541
5416,64.000000,60552
5417,64.011000,60563
5418,64.022000,60574
5419,64.032000,60585
5420,64.044000,60596
5421,64.055000,60607
5422,64.066000,60619
5423,64.076000,60628
5424,64.087000,60639
5425,64.099000,60651
5426,64.109000,60661
5427,64.119000,60671
5428,64.130000,60682
5429,64.140000,60692
5430,64.151000,60703
5431,64.162000,60713
5432,64.172000,60724
5433,64.183000,60735
5434,64.194000,60746
5435,64.205000,60757
5436,64.215000,60767
5437,64.226000,60778
5438,64.236000,60788
5439,64.247000,60799
5440,64.258000,60810
5441,64.268000,60820
5442,64.279000,60831
5443,64.289000,60841
5444,64.300000,60852
5445,64.310000,60862
5446,64.321000,60873
5447,64.331000,60883
5448,64.343000,60894
5449,64.353000,60906
5450,64.364000,60916
5451,64.374000,60926
5452,64.385000,60937
5453,64.395000,60947
5454,64.406000,60958
5455,64.417000,60969
5456,64.427000,60979
5457,64.438000,60990
5458,64.449000,61001
5459,64.459000,61011
5460,64.470000,61022
5461,64.480000,61032
5462,64.490000,61042
5463,64.501000,61053
5464,64.512000,61064
5465,64.522000,61074
5466,64.532000,61084
5467,64.542000,61094
5468,64.552000,61104
5469,64.562000,61114
5470,64.573000,61125
5471,64.583000,61135
5472,64.593000,61145
5473,64.605000,61157
5474,64.615000,61167
5475,64.626000,61179
5476,64.637000,61189
5477,64.647000,61199
5478,64.657000,61209
5479,64.667000,61219
5480,64.677000,61229
5481,64.688000,61240
5482,64.699000,61251
5483,64.710000,61262
5484,64.720000,61272
5485,64.730000,61282
5486,64.740000,61293
5487,64.751000,61303
5488,64.762000,61314
5489,64.772000,61324
5490,64.782000,61334
5491,64.793000,61345
5492,64.803000,61355
5493,64.814000,61366
5494,64.824000,61377
5495,64.835000,61386
5496,64.845000,61397
5497,64.856000,61409
5498,64.867000,61419
5499,64.879000,61431
5500,64.891000,61443
5501,64.901000,61453
5502,64.913000,61465
5503,64.923000,61475
5504,64.933000,61485
5505,64.944000,61496
5506,64.954000,61506
5507,64.965000,61517
5508,64.975000,61527
5509,64.986000,61538
5510,64.996000,61548
5511,65.007000,61559
5512,65.018000,61570
5513,65.028000,61580
5514,65.039000,61591
5515,65.049000,61601
5516,65.060000,61612
5517,65.071000,61623
5518,65.081000,61633
5519,65.092000,61644
5520,65.103000,61655
5521,65.114000,61666
5522,65.124000,61676
5523,65.134000,61686
5524,65.144000,61696
5525,65.155000,61707
5526,65.166000,61718
5527,65.177000,61729
5528,65.187000,61739
5529,65.197000,61749
5530,65.208000,61760
5531,65.218000,61770
5532,65.229000,61781
5533,65.239000,61791
5534,65.250000,61802
5535,65.261000,61813
5536,65.272000,61824
5537,65.283000,61835
5538,65.293000,61845
5539,65.304000,61856
5540,65.314000,61866
5541,65.325000,61877
5542,65.335000,61887
5543,65.346000,61898
5544,65.357000,61909
5545,65.368000,61920
5546,65.378000,61930
5547,65.388000,61940
5548,65.398000,61950
5549,65.409000,61961
5550,65.419000,61972
5551,65.431000,61983
5552,65.442000,61994
5553,65.452000,62004
5554,65.463000,62015
5555,65.473000,62025
5556,65.483000,62035
5557,65.494000,62047
5558,65.505000,62057
5559,65.515000,62067
5560,65.526000,62078
5561,65.537000,62089
5562,65.548000,62100
5563,65.559000,62111
5564,65.570000,62121
5565,65.580000,62132
5566,65.591000,62143
5567,65.601000,62153
5568,65.612000,62164
5569,65.622000,62174
5570,65.632000,62184
5571,65.643000,62195
5572,65.654000,62206
5573,65.665000,62217
5574,65.675000,62227
5575,65.685000,62238
5576,65.696000,62248
5577,65.707000,62260
5578,65.718000,62270
5579,65.729000,62281
5580,65.740000,62292
5581,65.751000,62303
5582,65.761000,62313
5583,65.772000,62324
5584,65.782000,62334
5585,65.792000,62345
5586,65.804000,62356
5587,65.814000,62366
5588,65.825000,62377
5589,65.836000,62388
5590,65.847000,62399
5591,65.858000,62410
5592,65.868000,62420
5593,65.879000,62430
5594,65.889000,62441
5595,65.899000,62451
5596,65.909000,62462
5597,65.920000,62472
5598,65.931000,62483
5599,65.942000,62494
5600,65.953000,62505
5601,65.964000,62516
5602,65.974000,62526
5603,65.985000,62536
5604,65.995000,62547
5605,66.006000,62558
5606,66.017000,62569
5607,66.027000,62579
5608,66.037000,62589
5609,66.048000,62600
5610,66.058000,62610
5611,66.069000,62621
5612,66.080000,62632
5613,66.090000,62642
5614,66.100000,62652
5615,66.110000,62662
5616,66.121000,62673
5617,66.132000,62684
5618,66.142000,62695
5619,66.153000,62706
5620,66.164000,62717
5621,66.176000,62728
5622,66.187000,62739
5623,66.198000,62750
5624,66.209000,62761
5625,66.220000,62772
5626,66.230000,62782
5627,66.241000,62793
5628,66.252000,62804
5629,66.262000,62815
5630,66.274000,62826
5631,66.284000,62836
5632,66.295000,62847
5633,66.306000,62858
5634,66.316000,62868
5635,66.327000,62879
5636,66.338000,62890
5637,66.349000,62901
5638,66.359000,62911
5639,66.371000,62923
5640,66.382000,62934
5641,66.393000,62945
5642,66.404000,62956
5643,66.414000,62966
5644,66.425000,62977
5645,66.436000,62988
5646,66.446000,62999
5647,66.457000,63009
5648,66.468000,63021
5649,66.479000,63031
5650,66.490000,63042
5651,66.500000,63052
5652,66.511000,63063
5653,66.522000,63074
5654,66.533000,63085
5655,66.544000,63096
5656,66.555000,63107
5657,66.565000,63117
5658,66.575000,63127
5659,66.586000,63138
5660,66.597000,63149
5661,66.607000,63159
5662,66.617000,63169
5663,66.628000,63180
5664,66.638000,63191
5665,66.649000,63201
5666,66.659000,63211
5667,66.670000,63222
5668,66.681000,63234
5669,66.692000,63244
5670,66.703000,63255
5671,66.714000,63266
5672,66.724000,63276
5673,66.734000,63286
5674,66.745000,63297
5675,66.756000,63308
5676,66.766000,63318
5677,66.778000,63330
5678,66.788000,63340
5679,66.799000,63351
5680,66.809000,63361
5681,66.821000,63373
5682,66.832000,63384
5683,66.842000,63394
5684,66.852000,63404
5685,66.863000,63415
5686,66.874000,63426
5687,66.885000,63437
5688,66.896000,63448
5689,66.907000,63459
5690,66.917000,63470
5691,66.929000,63481
5692,66.939000,63491
5693,66.950000,63502
5694,66.960000,63512
5695,66.970000,63522
5696,66.982000,63534
5697,66.993000,63545
5698,67.004000,63556
5699,67.014000,63566
5700,67.024000,63576
5701,67.035000,63587
5702,67.046000,63598
5703,67.057000,63609
5704,67.068000,63620
5705,67.078000,63630
5706,67.089000,63642
5707,67.100000,63652
5708,67.110000,63662
5709,67.120000,63672
5710,67.131000,63683
5711,67.142000,63694
5712,67.152000,63704
5713,67.163000,63715
5714,67.174000,63726
5715,67.184000,63737
5716,67.195000,63747
5717,67.206000,63758
5718,67.216000,63768
5719,67.226000,63778
5720,67.237000,63789
5721,67.247000,63799
5722,67.258000,63810
5723,67.268000,63820
5724,67.279000,63831
5725,67.290000,63842
5726,67.301000,63853
5727,67.311000,63863
5728,67.321000,63873
5729,67.332000,63884
5730,67.342000,63894
5731,67.353000,63905
5732,67.363000,63915
5733,67.373000,63926
5734,67.385000,63937
5735,67.395000,63947
5736,67.405000,63957
5737,67.416000,63968
5738,67.426000,63979
5739,67.439000,63991
5740,67.449000,64001
5741,67.459000,64011
5742,67.471000,64023
5743,67.481000,64033
5744,67.492000,64044
5745,67.502000,64055
5746,67.514000,64066
5747,67.525000,64077
5748,67.535000,64087
5749,67.546000,64098
5750,67.556000,64108
5751,67.567000,64119
5752,67.579000,64131
5753,67.590000,64142
5754,67.601000,64153
5755,67.612000,64164
5756,67.622000,64174
5757,67.633000,64185
5758,67.644000,64196
5759,67.654000,64206
5760,67.665000,64217
5761,67.675000,64228
5762,67.686000,64238
5763,67.696000,64248
5764,67.706000,64258
5765,67.717000,64269
5766,67.727000,64279
5767,67.738000,64290
5768,67.748000,64300
5769,67.759000,64312
5770,67.770000,64323
5771,67.782000,64334
5772,67.793000,64345
5773,67.803000,64355
5774,67.814000,64366
5775,67.824000,64376
5776,67.835000,64387
5777,67.846000,64398
5778,67.857000,64409
5779,67.867000,64420
5780,67.878000,64430
5781,67.888000,64440
5782,67.898000,64450
5783,67.909000,64461
5784,67.920000,64472
5785,67.930000,64483
5786,67.941000,64493
5787,67.952000,64504
5788,67.962000,64514
5789,67.973000,64525
5790,67.983000,64536
5791,67.994000,64546
5792,68.004000,64556
5793,68.015000,64567
5794,68.025000,64577
5795,68.035000,64588
5796,68.046000,64598
5797,68.057000,64609
5798,68.067000,64619
5799,68.077000,64629
5800,68.087000,64640
5801,68.098000,64650
5802,68.109000,64661
5803,68.119000,64671
5804,68.130000,64682
5805,68.140000,64692
5806,68.150000,64702
5807,68.160000,64712
5808,68.171000,64723
5809,68.182000,64734
5810,68.193000,64745
5811,68.204000,64756
5812,68.214000,64766
5813,68.225000,64777
5814,68.236000,64788
5815,68.246000,64798
5816,68.257000,64809
5817,68.267000,64819
5818,68.278000,64830
5819,68.289000,64841
5820,68.299000,64851
5821,68.309000,64861
5822,68.320000,64872
5823,68.330000,64882
5824,68.341000,64893
5825,68.351000,64903
5826,68.361000,64914
5827,68.372000,64925
5828,68.384000,64937
5829,68.395000,64947
5830,68.405000,64957
5831,68.415000,64967
5832,68.426000,64978
5833,68.436000,64988
5834,68.446000,64998
5835,68.456000,65008
5836,68.467000,65019
5837,68.477000,65029
5838,68.487000,65039
5839,68.497000,65049
5840,68.508000,65060
5841,68.519000,65071
5842,68.529000,65081
5843,68.540000,65093
5844,68.551000,65103
5845,68.561000,65113
5846,68.572000,65124
5847,68.583000,65135
5848,68.593000,65145
5849,68.603000,65156
5850,68.614000,65166
5851,68.625000,65177
5852,68.636000,65188
5853,68.646000,65198
5854,68.657000,65209
5855,68.667000,65219
5856,68.678000,65230
5857,68.689000,65241
5858,68.700000,65252
5859,68.710000,65262
5860,68.720000,65272
5861,68.731000,65283
5862,68.742000,65294
5863,68.752000,65304
5864,68.763000,65315
5865,68.773000,65325
5866,68.783000,65336
5867,68.794000,65346
5868,68.805000,65357
5869,68.816000,65368
5870,68.827000,65379
5871,68.838000,65390
5872,68.848000,65400
5873,68.858000,65411
5874,68.869000,65421
5875,68.879000,65431
5876,68.889000,65442
5877,68.900000,65453
5878,68.911000,65463
5879,68.921000,65474
5880,68.933000,65485
5881,68.943000,65495
5882,68.953000,65506
5883,68.964000,65516
5884,68.974000,65526
5885,68.985000,65537
5886,68.995000,65547
5887,69.005000,65557
5888,69.015000,65567
5889,69.026000,65578
5890,69.037000,65589
5891,69.047000,65599
5892,69.057000,65609
5893,69.067000,65619
5894,69.077000,65629
5895,69.088000,65640
5896,69.099000,65651
5897,69.109000,65661
5898,69.120000,65672
5899,69.130000,65682
5900,69.140000,65692
5901,69.150000,65703
5902,69.162000,65714
5903,69.173000,65726
5904,69.185000,65737
5905,69.196000,65748
5906,69.207000,65759
5907,69.217000,65770
5908,69.228000,65780
5909,69.238000,65791
5910,69.250000,65802
5911,69.260000,65812
5912,69.270000,65822
5913,69.281000,65834
5914,69.293000,65845
5915,69.303000,65855
5916,69.313000,65866
5917,69.324000,65876
5918,69.335000,65887
5919,69.345000,65898
5920,69.356000,65908
5921,69.367000,65919
5922,69.377000,65930
5923,69.388000,65940
5924,69.399000,65952
5925,69.410000,65963
5926,69.422000,65974
5927,69.434000,65986
5928,69.444000,65996
5929,69.455000,66007
5930,69.467000,66019
5931,69.477000,66030
5932,69.488000,66040
5933,69.498000,66050
5934,69.509000,66061
5935,69.519000,66072
5936,69.530000,66082
5937,69.541000,66093
5938,69.551000,66103
5939,69.561000,66114
5940,69.572000,66124
5941,69.582000,66135
5942,69.594000,66146
5943,69.605000,66157
5944,69.616000,66168
5945,69.626000,66178
5946,69.637000,66189
5947,69.647000,66200
5948,69.658000,66210
5949,69.668000,66220
5950,69.679000,66231
5951,69.689000,66241
5952,69.699000,66251
5953,69.709000,66261
5954,69.719000,66271
5955,69.730000,66282
5956,69.741000,66293
5957,69.751000,66303
5958,69.762000,66314
5959,69.773000,66325
5960,69.784000,66336
5961,69.795000,66347
5962,69.805000,66357
5963,69.816000,66368
5964,69.826000,66378
5965,69.837000,66389
5966,69.847000,66400
5967,69.858000,66410
5968,69.869000,66421
5969,69.879000,66431
5970,69.889000,66441
5971,69.899000,66451
5972,69.910000,66462
5973,69.921000,66473
5974,69.931000,66483
5975,69.942000,66494
5976,69.952000,66504
5977,69.962000,66514
5978,69.972000,66524
5979,69.984000,66536
5980,69.994000,66546
5981,70.004000,66557
5982,70.015000,66568
5983,70.026000,66578
5984,70.037000,66589
5985,70.047000,66599
5986,70.057000,66609
5987,70.068000,66620
5988,70.079000,66631
5989,70.090000,66642
5990,70.101000,66653
5991,70.111000,66663
5992,70.121000,66673
5993,70.131000,66683
5994,70.141000,66694
5995,70.152000,66704
5996,70.162000,66714
5997,70.172000,66724
5998,70.183000,66735
5999,70.194000,66746
6000,70.204000,66756
6001,70.214000,66767
6002,70.225000,66778
6003,70.236000,66788
6004,70.247000,66799
6005,70.257000,66809
6006,70.268000,66820
6007,70.278000,66830
6008,70.289000,66841
6009,70.300000,66852
6010,70.310000,66862
6011,70.320000,66872
6012,70.331000,66883
6013,70.342000,66894
6014,70.353000,66905
6015,70.363000,66915
6016,70.373000,66925
6017,70.383000,66936
6018,70.395000,66947
6019,70.406000,66958
6020,70.417000,66969
6021,70.427000,66980
6022,70.439000,66991
6023,70.450000,67002
6024,70.461000,67013
6025,70.471000,67023
6026,70.482000,67034
6027,70.492000,67044
6028,70.503000,67055
6029,70.514000,67066
6030,70.524000,67076
6031,70.535000,67087
6032,70.545000,67098
6033,70.555000,67108
6034,70.566000,67118
6035,70.577000,67130
6036,70.589000,67141
6037,70.600000,67152
6038,70.610000,67162
6039,70.621000,67173
6040,70.632000,67184
6041,70.642000,67194
6042,70.653000,67205
6043,70.663000,67215
6044,70.674000,67227
6045,70.685000,67237
6046,70.695000,67248
6047,70.706000,67258
6048,70.716000,67269
6049,70.727000,67280
6050,70.738000,67290
6051,70.748000,67300
6052,70.758000,67310
6053,70.769000,67321
6054,70.779000,67331
6055,70.789000,67341
6056,70.801000,67353
6057,70.811000,67363
6058,70.821000,67373
6059,70.831000,67383
6060,70.842000,67394
6061,70.853000,67405
6062,70.864000,67416
6063,70.875000,67427
6064,70.886000,67438
6065,70.896000,67448
6066,70.906000,67458
6067,70.916000,67468
6068,70.927000,67479
6069,70.937000,67489
6070,70.948000,67500
6071,70.958000,67511
6072,70.969000,67521
6073,70.979000,67531
6074,70.990000,67543
6075,71.001000,67554
6076,71.013000,67565
6077,71.023000,67575
6078,71.034000,67586
6079,71.044000,67597
6080,71.055000,67607
6081,71.066000,67619
6082,71.079000,67631
6083,71.090000,67642
6084,71.100000,67652
6085,71.111000,67663
6086,71.122000,67674
6087,71.132000,67685
6088,71.143000,67695
6089,71.154000,67706
6090,71.164000,67716
6091,71.174000,67726
6092,71.185000,67737
6093,71.196000,67748
6094,71.206000,67758
6095,71.217000,67769
6096,71.227000,67779
6097,71.238000,67790
6098,71.249000,67801
6099,71.259000,67811
6100,71.270000,67822
6101,71.281000,67833
6102,71.291000,67843
6103,71.302000,67854
6104,71.313000,67865
6105,71.324000,67876
6106,71.335000,67887
6107,71.345000,67898
6108,71.356000,67908
6109,71.366000,67919
6110,71.376000,67928
6111,71.387000,67940
6112,71.397000,67949
6113,71.408000,67960
6114,71.418000,67970
6115,71.429000,67982
6116,71.439000,67992
6117,71.451000,68003
6118,71.462000,68014
6119,71.473000,68025
6120,71.483000,68035
6121,71.494000,68046
6122,71.504000,68056
6123,71.516000,68068
6124,71.527000,68079
6125,71.537000,68089
6126,71.547000,68099
6127,71.559000,68111
6128,71.570000,68122
6129,71.581000,68134
6130,71.592000,68144
6131,71.604000,68156
6132,71.614000,68166
6133,71.625000,68177
6134,71.635000,68188
6135,71.647000,68199
6136,71.658000,68210
6137,71.669000,68221
6138,71.680000,68232
6139,71.690000,68242
6140,71.701000,68253
6141,71.712000,68264
6142,71.722000,68275
6143,71.733000,68285
6144,71.743000,68295
6145,71.754000,68306
6146,71.764000,68316
6147,71.774000,68326
6148,71.785000,68337
6149,71.796000,68348
6150,71.807000,68359
6151,71.817000,68370
6152,71.828000,68380
6153,71.839000,68391
6154,71.849000,68401
6155,71.859000,68412
6156,71.870000,68423
6157,71.882000,68434
6158,71.892000,68444
6159,71.902000,68454
6160,71.913000,68465
6161,71.924000,68476
6162,71.935000,68487
6163,71.945000,68498
6164,71.956000,68508
6165,71.967000,68519
6166,71.977000,68529
6167,71.988000,68540
6168,71.998000,68550
6169,72.009000,68561
6170,72.020000,68572
6171,72.030000,68582
6172,72.041000,68593
6173,72.051000,68603
6174,72.062000,68614
6175,72.072000,68625
6176,72.083000,68635
6177,72.093000,68645
6178,72.104000,68656
6179,72.115000,68667
6180,72.125000,68677
6181,72.136000,68688
6182,72.147000,68699
6183,72.157000,68709
6184,72.168000,68720
6185,72.179000,68732
6186,72.192000,68744
6187,72.202000,68754
6188,72.212000,68765
6189,72.223000,68775
6190,72.233000,68785
6191,72.244000,68796
6192,72.255000,68808
6193,72.267000,68819
6194,72.278000,68830
6195,72.288000,68841
6196,72.299000,68851
6197,72.310000,68862
6198,72.320000,68872
6199,72.330000,68883
6200,72.341000,68893
6201,72.351000,68903
6202,72.362000,68914
6203,72.373000,68925
6204,72.383000,68936
6205,72.394000,68947
6206,72.405000,68958
6207,72.416000,68968
6208,72.427000,68979
6209,72.438000,68990
6210,72.448000,69000
6211,72.459000,69011
6212,72.469000,69021
6213,72.479000,69032
6214,72.490000,69042
6215,72.501000,69053
6216,72.511000,69063
6217,72.522000,69074
6218,72.532000,69084
6219,72.542000,69095
6220,72.552000,69105
6221,72.562000,69115
6222,72.574000,69126
6223,72.584000,69137
6224,72.595000,69148
6225,72.606000,69158
6226,72.616000,69168
6227,72.627000,69179
6228,72.638000,69191
6229,72.649000,69201
6230,72.659000,69212
6231,72.670000,69223
6232,72.681000,69233
6233,72.692000,69244
6234,72.702000,69254
6235,72.713000,69265
6236,72.724000,69276
6237,72.734000,69286
6238,72.744000,69297
6239,72.755000,69307
6240,72.765000,69317
6241,72.775000,69328
6242,72.786000,69338
6243,72.796000,69349
6244,72.807000,69359
6245,72.817000,69369
6246,72.828000,69380
6247,72.838000,69391
6248,72.849000,69401
6249,72.859000,69411
6250,72.870000,69422
6251,72.881000,69433
6252,72.891000,69443
6253,72.902000,69454
6254,72.912000,69465
6255,72.923000,69476
6256,72.934000,69486
6257,72.945000,69497
6258,72.956000,69508
6259,72.966000,69518
6260,72.976000,69529
6261,72.987000,69540
6262,72.998000,69550
6263,73.009000,69561
6264,73.020000,69572
6265,73.030000,69583
6266,73.041000,69593
6267,73.052000,69604
6268,73.062000,69615
6269,73.073000,69625
6270,73.083000,69635
6271,73.094000,69646
6272,73.105000,69657
6273,73.116000,69668
6274,73.127000,69679
6275,73.138000,69690
6276,73.149000,69701
6277,73.160000,69712
6278,73.171000,69723
6279,73.182000,69735
6280,73.194000,69746
6281,73.204000,69757
6282,73.214000,69766
6283,73.225000,69777
6284,73.236000,69788
6285,73.247000,69799
6286,73.257000,69809
6287,73.267000,69819
6288,73.278000,69830
6289,73.288000,69840
6290,73.298000,69851
6291,73.310000,69862
6292,73.321000,69873
6293,73.332000,69884
6294,73.343000,69896
6295,73.353000,69906
6296,73.364000,69916
6297,73.374000,69926
6298,73.385000,69937
6299,73.396000,69948
6300,73.406000,69958
6301,73.417000,69970
6302,73.428000,69980
6303,73.439000,69992
6304,73.451000,70003
6305,73.461000,70013
6306,73.471000,70023
6307,73.483000,70035
6308,73.494000,70046
6309,73.505000,70057
6310,73.515000,70068
6311,73.526000,70078
6312,73.536000,70088
6313,73.546000,70100
6314,73.558000,70111
6315,73.569000,70121
6316,73.579000,70131
6317,73.590000,70142
6318,73.600000,70152
6319,73.611000,70163
6320,73.621000,70174
6321,73.632000,70184
6322,73.643000,70195
6323,73.654000,70206
6324,73.664000,70217
6325,73.676000,70228
6326,73.686000,70238
6327,73.697000,70249
6328,73.707000,70260
6329,73.719000,70271
6330,73.729000,70281
6331,73.739000,70291
6332,73.749000,70301
6333,73.760000,70312
6334,73.770000,70322
6335,73.780000,70332
6336,73.791000,70343
6337,73.801000,70353
6338,73.812000,70364
6339,73.824000,70376
6340,73.834000,70386
6341,73.844000,70397
6342,73.855000,70407
6343,73.866000,70418
6344,73.877000,70429
6345,73.888000,70440
6346,73.898000,70450
6347,73.908000,70460
6348,73.919000,70471
6349,73.930000,70482
6350,73.940000,70493
6351,73.951000,70503
6352,73.961000,70513
6353,73.972000,70525
6354,73.983000,70536
6355,73.995000,70547
6356,74.006000,70558
6357,74.017000,70569
6358,74.027000,70579
6359,74.038000,70590
6360,74.048000,70601
6361,74.058000,70611
6362,74.069000,70621
6363,74.080000,70632
6364,74.090000,70642
6365,74.100000,70652
6366,74.110000,70662
6367,74.120000,70672
6368,74.130000,70683
6369,74.141000,70694
6370,74.152000,70704
6371,74.162000,70715
6372,74.172000,70725
6373,74.184000,70736
6374,74.194000,70746
6375,74.204000,70757
6376,74.215000,70767
6377,74.225000,70778
6378,74.236000,70789
6379,74.247000,70800
6380,74.258000,70810
6381,74.268000,70821
6382,74.280000,70832
6383,74.290000,70843
6384,74.301000,70853
6385,74.312000,70864
6386,74.322000,70875
6387,74.333000,70886
6388,74.343000,70896
6389,74.354000,70906
6390,74.365000,70918
6391,74.376000,70928
6392,74.387000,70939
6393,74.397000,70949
6394,74.407000,70960
6395,74.418000,70970
6396,74.429000,70981
6397,74.439000,70991
6398,74.449000,71001
6399,74.460000,71012
6400,74.471000,71023
6401,74.481000,71034
6402,74.492000,71044
6403,74.503000,71056
6404,74.514000,71066
6405,74.524000,71077
6406,74.535000,71087
6407,74.546000,71098
6408,74.556000,71108
6409,74.567000,71119
6410,74.578000,71130
6411,74.589000,71141
6412,74.599000,71152
6413,74.610000,71162
6414,74.620000,71173
6415,74.632000,71185
6416,74.643000,71195
6417,74.654000,71207
6418,74.665000,71217
6419,74.675000,71227
6420,74.685000,71237
6421,74.695000,71248
6422,74.706000,71258
6423,74.717000,71269
6424,74.728000,71281
6425,74.740000,71293
6426,74.751000,71303
6427,74.762000,71314
6428,74.772000,71325
6429,74.783000,71335
6430,74.793000,71345
6431,74.803000,71356
6432,74.814000,71366
6433,74.824000,71376
6434,74.835000,71388
6435,74.847000,71399
